owner_id,owner_username,shortcode,is_video,caption,comments,likes,created_at,location,imageUrl,multiple_images,username,followers,following,caption_emotions,most_powerful_emotion,emotion_score,hashtag,date,time
40506412,christinehmcconnell,CzJtDjegmdI,False,"Had an amazing time in #salem for Halloween this year with my Mom, Brother and Captive 🍁🎃🍁

The making of this broom is featured in a brand new episode on YouTube and the costume making episode is up on Patreon 🥳

Thank you so much to Kirstie from @Blackcraftcult for the eerie midnight tour of your incredible shop on Essex St ✨☠️✨

#halloween #salemjack",466,79000,1698945206.0,salem-massachusetts,https://instagram.ffor43-1.fna.fbcdn.net/v/t39.30808-6/396981635_18395159404058413_2459717796824995849_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08&_nc_ht=instagram.ffor43-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=_hhXUig26boAX81dahg&edm=AOQ1c0wAAAAA&ccb=7-5&oh=00_AfAOtT4NGBDC74bxYW-olA0fGZWpyVpuIOg5arAFMSrLXg&oe=65E96066&_nc_sid=8b3546,True,christinehmcconnell,597189.0,1576.0,"{'neg': 0.020397255, 'neu': 0.08311723, 'pos': 0.89648557}",pos,0.89648557,"['salem', 'halloween', 'salemjack']",2023-11-02,17:13:26
40506412,christinehmcconnell,Cqk5hb4AOGK,False,"Stopped by my favorite antique book store @lyricalballadbookstore this weekend in Saratoga Springs! 

I’ve been working on a BIG restoration project these last few months and when it’s done there will be a public episode on YouTube featuring the reveal 🥳 

Can’t wait for you to see it 👻",272,53254,1680530359.0,lyrical-ballad-bookstore,https://instagram.ffor43-1.fna.fbcdn.net/v/t51.2885-15/339334292_233026629396003_7138689682551496076_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=instagram.ffor43-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=OnIH_dAhAiUAX9IGE_Y&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfDAIeYxX0ak_pxqfzIxcJECC1umkmJAySL5aWC8qdRzZQ&oe=65E7D5D6&_nc_sid=8b3546,False,christinehmcconnell,597189.0,1576.0,"{'neg': 0.020652981, 'neu': 0.14994182, 'pos': 0.82940525}",pos,0.82940525,[],2023-04-03,13:59:19
35843209,cintascotch,C1ABSmGMu1d,True,"Check out my 2023 reel! 🎥

I invite you also to visit my updated portfolio with all my animations, personal illustrations and commercials from this year. I hope you like it! 🙌

#stopmotions #stopmotionslovers #stopmotionvideo #stopmotionanimation #roughanimator #aftereffects",25,297,1702915298.0,guayaquil-ecuador,https://instagram.fkiv2-1.fna.fbcdn.net/v/t51.2885-15/412156946_659786659655518_282390393284804122_n.jpg?stp=dst-jpg_e15_fr_p1080x1080&_nc_ht=instagram.fkiv2-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=Vp7-rlYUaxcAX-4iBuJ&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfD6hnEaMWKmmLhOFpevdVSrBvlleBjp6YFDyUX8e1s4EA&oe=65E56498&_nc_sid=8b3546,False,cintascotch,157251.0,529.0,"{'neg': 0.021016646, 'neu': 0.30731213, 'pos': 0.6716712}",pos,0.6716712,"['stopmotions', 'stopmotionslovers', 'stopmotionvideo', 'stopmotionanimation', 'roughanimator', 'aftereffects']",2023-12-18,16:01:38
35843209,cintascotch,C372ffZOk1L,False,"🔵 🔵 🔵 Hold the dots and scroll right! 👉

👁️ Based on a post by @karenxcheng I discovered this carousel feature in Instagram. Did you already know it?

#stopmotion #stopmotionanimation",73,1317,1709217810.0,guayaquil-ecuador,https://instagram.fkiv2-1.fna.fbcdn.net/v/t51.2885-15/430355276_940974693907828_6747481854315504658_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fkiv2-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=KBys6w382oYAX8sqg4R&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfBppt0_7FxlDLwOQ5rUM038nJ6T1-9eG07dKq9XH_qRMw&oe=65E8FA44&_nc_sid=8b3546,True,cintascotch,157251.0,529.0,"{'neg': 0.06946164, 'neu': 0.62456393, 'pos': 0.30597442}",neu,0.62456393,"['stopmotion', 'stopmotionanimation']",2024-02-29,14:43:30
35843209,cintascotch,C3VT_Sos__Z,True,"Happy Valentine’s Day! ❤️ Send this video to your special person 🥰

I made this #stopmotion using #Dragonframe and for the frame by frame animation I used #Procreate and for the final edit I used #ProcreateDreams.",22,680,1707924789.0,guayaquil-ecuador,https://instagram.fkiv2-1.fna.fbcdn.net/v/t51.2885-15/427092506_411554281350257_1745993097938410556_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fkiv2-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=r2V96u4oTeMAX8s21S0&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfAvIkrUSWeQL2BLbpwohAA8JOK86pCeaPTYhvZrKvjmJA&oe=65E5411B&_nc_sid=8b3546,False,cintascotch,157251.0,529.0,"{'neg': 0.030353582, 'neu': 0.31844738, 'pos': 0.65119904}",pos,0.65119904,"['stopmotion', 'Dragonframe', 'Procreate', 'ProcreateDreams.']",2024-02-14,15:33:09
35843209,cintascotch,C1PhXzOO09K,True,"Merry Christmas! ☃️ Joyeux Noël! 🎅 ¡Feliz Navidad! ⛄Buon Natale! 🎄 Fröhliche Weihnachten!

Thank you for following my work this year, I hope you spend with your loved ones and friends this Christmas.",22,386,1703435399.0,north-pole,https://instagram.fkiv2-1.fna.fbcdn.net/v/t51.2885-15/413875917_717465180094021_2381882462960192835_n.jpg?stp=dst-jpg_e15_fr_p1080x1080&_nc_ht=instagram.fkiv2-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=pSp0Q41cCskAX9qdz85&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfDH5E03kbeBttH6qtOvfR9ltoyQwjhpOTZkg9WhwX4iTw&oe=65E54B59&_nc_sid=8b3546,False,cintascotch,157251.0,529.0,"{'neg': 0.012353963, 'neu': 0.078715056, 'pos': 0.908931}",pos,0.908931,[],2023-12-24,16:29:59
35843209,cintascotch,C040yB0vDzi,True,"Miren el proceso del diseño de la portada de “El Gran Padrino” 🌹

Este libro se trata sobre la historia detrás de la investigación periodística sobre corrupción y narcotráfico que llevó a una acusación de juicio político contra el expresidente de la República del Ecuador.

📕 Fue escrito por Andersson Boscán y Mónica Velásquez, periodistas de La Posta.

—————-

Check out the cover design process for “El Gran Padrino” 🌹

This book is about the story behind the journalistic investigation into corruption and drug trafficking that led to an impeachment charge against the ex-president of the Republic of Ecuador.

📕 It was written by Andersson Boscán and Mónica Velásquez, journalists of La Posta.",32,500,1702673824.0,guayaquil-ecuador,https://instagram.fkiv2-1.fna.fbcdn.net/v/t51.2885-15/410812509_751863720145701_4156515680449574867_n.jpg?stp=dst-jpg_e15_fr_p1080x1080&_nc_ht=instagram.fkiv2-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=Jt0AE0RCRnAAX8zYibk&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfBF3--GqG7NR_hcJvyIClwq5m7nZGJn5uwT0i0SFGE89g&oe=65E529CB&_nc_sid=8b3546,False,cintascotch,157251.0,529.0,"{'neg': 0.30418715, 'neu': 0.6130468, 'pos': 0.08276598}",neu,0.6130468,[],2023-12-15,20:57:04
35843209,cintascotch,C0Md_EOs5Ni,True,"¡Animando en #Guayaquil! 🩵

Este fue el proceso: 

1. Grabé la calle 🎥
2. Me grabé como referencia
3.  Usé mi referencia para hacer un sketch rápido
4. El sketch me sirvió como guía para los cuadros finales ✍️
La animación fue creada en #RoughAnimator y la composición final fue hecha en #AfterEffects 😎

🍎 #ThinkEcuador

———-

Animating in Guayaquil! 🩵

This was the process:

1. I recorded the street 🎥
2. I recorded myself as a reference
3. I used my reference to make a quick sketch.
4. I used the sketch as a guide for the clean frames ✍️

The animation was created in #RoughAnimator and the final composition was made in #AfterEffects 😎.",7,268,1701185481.0,guayaquil-ecuador,https://instagram.fkiv2-1.fna.fbcdn.net/v/t51.2885-15/404575638_1018884179336807_9135363679174151141_n.jpg?stp=dst-jpg_e15_fr_p1080x1080&_nc_ht=instagram.fkiv2-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=trETsMS7J_kAX-qO8Wm&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfBarBtdkIF2py1ryg1vpGfc0zK3wbH3pdmnADfx_iN82w&oe=65E51134&_nc_sid=8b3546,False,cintascotch,157251.0,529.0,"{'neg': 0.13541737, 'neu': 0.5779177, 'pos': 0.2866649}",neu,0.5779177,"['Guayaquil!', 'RoughAnimator', 'AfterEffects', 'ThinkEcuador', 'RoughAnimator', 'AfterEffects']",2023-11-28,15:31:21
35843209,cintascotch,Cz1VkJLuaNZ,True,"¡Animando a un gato! 🐈

La secuencia la hice en #RoughAnimator en mi iPad y luego la imprimí.

Para la animación en #stopmotion use #StopMotionStudio y la edición final la hice en #CapCut en mi iPhone.

🍎 #ThinkEcuador

———-

Animating a cat! 🐈

I made this sequence in #RoughAnimator on my iPad and then printed it.

For the #stopmotionanimation I used #StopMotionStudio and the final edit I did in #CapCut on my iPhone.",11,214,1700409379.0,guayaquil-ecuador,https://instagram.fkiv2-1.fna.fbcdn.net/v/t51.2885-15/403808040_1046545619987910_7188981402696354596_n.jpg?stp=dst-jpg_e15_fr_p1080x1080&_nc_ht=instagram.fkiv2-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=j4MJX7nkcU8AX_0299P&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfDXbDcJWe7aa3abd2fByc8mdLW6NaK6biGEGDeQmDGAnQ&oe=65E58CC1&_nc_sid=8b3546,False,cintascotch,157251.0,529.0,"{'neg': 0.12293666, 'neu': 0.62882847, 'pos': 0.2482349}",neu,0.62882847,"['RoughAnimator', 'stopmotion', 'StopMotionStudio', 'CapCut', 'ThinkEcuador', 'RoughAnimator', 'stopmotionanimation', 'StopMotionStudio', 'CapCut']",2023-11-19,15:56:19
35843209,cintascotch,CzEU5g5ue9C,True,"¡Feliz #Halloween! 🎃 Miren el proceso de cómo hice esta animación usando #RoughAnimator en mi #iPad.

———-

Happy Halloween! 🎃 Check out the process of how I made this animation using #RoughAnimator on my #iPad.

🍎 #thinkecuador",21,308,1698764837.0,the-point,https://instagram.fkiv2-1.fna.fbcdn.net/v/t51.2885-15/398219320_730021249052198_3595985997155558110_n.jpg?stp=dst-jpg_e15_fr_p1080x1080&_nc_ht=instagram.fkiv2-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=legpioIzGrkAX-gxsok&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfDCeGKwRgUbNaR-ChzMfrI8WuWHNZbXI-5G2Z1oBF6KNg&oe=65E58694&_nc_sid=8b3546,False,cintascotch,157251.0,529.0,"{'neg': 0.026234832, 'neu': 0.23098011, 'pos': 0.74278504}",pos,0.74278504,"['Halloween!', 'RoughAnimator', 'iPad.', 'RoughAnimator', 'iPad.', 'thinkecuador']",2023-10-31,15:07:17
